quote.subtitle,Contacti amb nosaltres a través del formulari i serà atès per un dels nostres comercials al més aviat possible.,,
quote.select,Seleccioneu una opció,,
quote.other,Més,,
quote.fields.companyName,Nom de l'empresa,,
quote.fields.isPrivate,Sóc un particular,,
quote.fields.name,Nom i cognoms,,
quote.fields.email,Correu electrònic,,
quote.fields.phone,Número de telèfon,,
quote.fields.city,Ciutat,,
quote.fields.zip,Codi postal,,
quote.fields.address,Direcció,,
quote.fields.originCountry,País de sortida,,
quote.fields.originOther,Especifiqueu el país,,
quote.fields.originCity,Ciutat de retir,,¿?¿?¿?¿?
quote.fields.originZip,Codi postal,,
quote.fields.originAddress,Adreça de recollida,,
quote.fields.destinationCountry,País de destinació,,
quote.fields.destinationOther,Especifiqueu el país de destinació,,
quote.fields.dangerousGoods,El transport inclou mercaderies perilloses,,
quote.fields.goodsClass,Classe de mercaderia (ADR),,
quote.fields.estimatedWeight,Pes estimat (kg),,
quote.fields.estimatedVolume,Volum estimat (m³),,
quote.fields.details,Descripció o detalls addicionals,,
quote.fields.consent,"Autoritzo el tractament de les meves dades (obligatori, vegeu la política de privadesa aquí)",,
quote.privacyLink,Política de privadesa,,
quote.placeholders.company,Nom de l'empresa,,
quote.placeholders.transport,"Per exemple, grupatge, complet, contenidor, etc.",,Agrupatge
quote.placeholders.details,Introduïu aquí les dades del vostre enviament...,,
quote.placeholders.otherCountry,Especifiqueu el país,,
quote.placeholders.address,Carrer / número,,
quote.placeholders.city,Ciutat,,
quote.placeholders.zip,Codi postal,,
quote.submit,Enviar sol·licitud de cotització,,
quote.sending,Enviant...,,
quote.success,Sol·licitud enviada amb èxit! En breu ens posarem en contacte amb vosté.,,vostè
quote.error,Error en enviar. Torneu-ho a provar més tard.,,
quote.errors.noConsent,Heu de donar el vostre consentiment al tractament de les vostres dades per poder continuar.,,
quote.intro,"Des del 1985 som líders en el transport entre Europa i el Magrib, principalment Tunísia, Algèria i el Marroc, així com molts altres destins, prestant servei a més de 60 països de tot el món cada any.",,
quote.features[0],Tarifes clares i sense sorpreses,,
quote.features[1],"Oficines locals a Tunísia, Algèria, Itàlia, Espanya i França",,
quote.features[2],"Grupatge, FCL i Project Càrrec",,Agrupatge
quote.features[3],"Elecció de cobertura d'assegurança, inclòs Tot Risc",,
quote.features[4],Més de 35 anys d'experiència,,
quote.cta.quote,Demana una cotització,,
quote.cta.call,Truca ara,,
footer.legal.title,Legal,,
footer.legal.company,Bongiorno Srl - IVA 10408830155,,
footer.legal.details,"Adreça: Via Marsala, 40 - 21013 Gallarate (Varese)",,
footer.links.title,Enllaços útils,,
footer.links.destinations,Destinacions,,
footer.links.workwithus,Treballa amb nosaltres,,
footer.links.about,Qui som,,
footer.links.privacy,Privadesa,,
footer.links.contacts,Contactes,,
footer.contact.title,Contactes,,
footer.contact.email,bongiorno@bongiornosrl.com,,
footer.contact.phone,+39 0331 776 334,,
footer.contact.address,"Via Marsala, 40 - 21013 Gallarate (VA)",,
footer.rights,Tots els drets reservats.,,
services.title,Serveis,,
services.intro,"Gràcies a la nostra experiència i presència directa als principals països mediterranis, oferim una gamma completa de serveis de transport internacional i logística dissenyats per garantir puntualitat, seguretat i comoditat.",,
services.cards[0].icon,Package,,
services.cards[0].title,Transport de grupatge,,d' agrupatge
services.cards[0].href,#Grup,,
services.cards[0].text,"Per a la indústria, el comerç i les grans obres hem creat serveis que ofereixen al transport els millors rendiments i condicions. Perquè les teves mercaderies arribin sempre a temps.",,
services.cards[1].icon,Truck,,
services.cards[1].title,Transports complets,,
services.cards[1].href,#complet,,
services.cards[1].text,"Rapidesa en freqüències i temps de trànsit, disponibilitat d'espai a bord de vaixells i gran varietat de contenidors als principals ports del Magrib.",,
services.cards[2].icon,Cog,,
services.cards[2].title,Transport excepcional i Projet Càrrec,,Projet Cargo 
services.cards[2].href,#excepcional,,
services.cards[2].text,"Transport que requereix alta especialització i estudi curós de rutes, normatives, característiques de mercaderies i territoris.",,
services.cards[3].icon,ShieldCheck,,
services.cards[3].title,Segur a tot risc,,Assegurança a tot risc
services.cards[3].href,#assegurances,,
services.cards[3].text,Per no deixar res a l'atzar. Una pòlissa d'assegurança a petició que protegeix contra qualsevol risc durant el transport.,,
services.details[0].id,agrupament,,
services.details[0].icon,Package,,
services.details[0].title,Transport de grupatge,,d' agrupatge
services.details[0].paragraphs[0],Una àmplia xarxa d'operadors de carreteres que cobreix tot el territori europeu garanteix que les mercaderies arribin als nostres deixalleries en el menor temps possible i amb les millors garanties de qualitat.,,"deixalleries, NO - Magatzems"
services.details[0].paragraphs[1],"Disposem de modernes àrees logístiques equipades amb vehicles i personal altament eficients i equipades amb moderns sistemes de seguretat, llestes per adaptar-se a les necessitats més diverses.",,
services.details[0].paragraphs[2],"Gestionem, com a operadors OEA a Itàlia, les operacions duaneres directament als centres de recollida, amb el nostre personal i amb dinàmica en temps real. Som conscients de la importància de cada document.",,
services.details[0].paragraphs[3],"La regularitat i la freqüència dels nostres serveis, amb la possibilitat d'arribar també a ports secundaris del Magrib, ens permet oferir als clients una varietat de serveis única en aquests mercats.",,
services.details[0].paragraphs[4],Trieu Bongiorno per a un servei de transport que superi les vostres expectatives i us acompanyi on ho necessiteu. Contacta'ns per descobrir com podem ajudar-lo a optimitzar els enviaments i arribar a nous mercats amb confiança. La nostra experiència i dedicació estaran sempre al vostre costat!,,
services.details[1].id,vestits,,¿?¿?¿?
services.details[1].icon,Truck,,
services.details[1].title,Transports complets,,
services.details[1].paragraphs[0],"Som conscients que l""èxit d""una expedició depèn de moltes variables i la nostra especialització en aquest camp ens converteix en el soci ideal per afrontar qualsevol eventualitat.",,
services.details[1].paragraphs[1],"Atenció al detall, des de l'elecció del transportista marítim ideal segons el mercat fins a la confiança dels serveis i la disponibilitat d'equips. Res no es deixa a l'atzar.",,
services.details[1].paragraphs[2],Hem dedicat grans recursos per intentar gestionar d'una manera cada cop més eficient tots els components que doten el nostre transport de la màxima fiabilitat.,,
services.details[1].paragraphs[3],"Aleshores, si estàs buscant un servei de transport de contenidors o remolcs complets fiable i eficient, estem aquí per ajudar-te. Per transportar les teves mercaderies de manera ràpida i segura.",,
services.details[2].id,excepcional,,
services.details[2].icon,Cog,,
services.details[2].title,Transport excepcional i Project Càrrec,,
services.details[2].paragraphs[0]," Un tipus de transport que requereix no només un profund coneixement, sinó també un estudi detingut de les rutes, normatives, característiques de les mercaderies i els territoris on es realitzen els enviaments. Considereu totes les eventualitats per assegurar-vos que els obstacles tècnics o burocràtics no afectin el resultat.",,
services.details[2].paragraphs[1],Triar els socis terrestres i marítims més fiables i adequats per als països que es volen creuar. Les garanties que oferim als clients en aquests transports delicats. Lliurar amb seguretat els béns que ens han estat confiats.,,
services.details[3].id,assegurança,,
services.details[3].icon,ShieldCheck,,
services.details[3].title,Segur a tot risc,,Assegurança a tot risc
services.details[3].paragraphs[0],Considerem que la cobertura “Tot Risc” és una eina d'enorme importància. Una garantia que permet protegir-se de tots aquells elements de risc que es puguin presentar durant el transport.,,
services.details[3].paragraphs[1],Per aquests motius comptem amb una pòlissa de fiabilitat contrastada que posem a disposició dels clients que així ho sol·licitin expressament.,,
ctaBanner.cta_main,"La nostra presència estable i duradora al territori ens converteix en un soci sòlid capaç de resoldre amb rapidesa qualsevol imprevist, oferint rapidesa, seguretat i garantia en tots els mercats on operem.",,
ctaBanner.claim,"Això, combinat amb el nostre personal altament experimentat i competent, ens permet oferir la màxima rapidesa, seguretat i protecció a tots els mercats on operem gràcies a les nostres estrictes normes de funcionament.",,
ctaBanner.cta.ctacontatti,Contacta'ns,,
ctaBanner.cta.hrefcontatti,/contactes,,
ctaBanner.cta.ctaservizi,Més informació sobre els serveis,,
ctaBanner.cta.hrefservizi,/serveis,,
ctaBanner.cta.contattaci,Truqui o escriviu i us posarem en contacte amb el nostre comercial més adequat.,,
ctaBanner.cta.parliamo,"Parlem italià, francès, espanyol, anglès i alemany ",,
ctaBanner.cta.quote,Sol·licitar una cotització,,
about.hero.title,Qui som,,
about.hero.subtitle,"Portem gestionant el transport internacional des del 1985, garantint eficàcia i fiabilitat.",,
about.hero.alt,Seu i logística Bongiorno,,
about.counters.transports_prefix,Més enllà de,,
about.counters.transports_label,transports a l'any,,
about.counters.years_prefix,Actiu des,,
about.counters.years_label,anys,,
about.counters.employees_prefix,Més de,,
about.counters.employees_label,empleats a 5 països,,
about.text1,"El 1985, a Gallarate, va començar la història de la nostra empresa, fruit d'una gran intuïció del nostre fundador i president: llegir a Tunísia el gran potencial i les afinitats que ens uneixen i invertir-hi.",,
about.text2,"Des de l'inici de la nostra activitat, hem seguit una política d'especialització dedicant tots els nostres recursos tècnics i humans precisament al mercat tunisià i, en una segona fase, a tot el Magrib.",,
about.text3,Aquesta particularitat ha permès a la nostra organització consolidar-se als mercats nord-africans fins al punt de convertir-se en un transportista de referència per als enviaments en aquesta regió. Sense perdre mai de vista les necessitats reals d'exportadors i importadors i adaptant-nos a les realitats canviants dels països i dels mercats tant de destinació com de sortida de les mercaderies.,,
about.text4,"Després de la consolidació de les nostres línies, pensem que la nostra visió del transport també havia de traspassar aquests límits i que això no ens faria perdre la nostra identitat, sinó que, per contra, l'enriquiria.",,
about.text5,"La dimensió internacional dels nostres transports és ara reconeguda diàriament pels nostres clients que, cada cop amb més freqüència, ens confien la gestió dels seus enviaments per tot el món.",,
about.subtitle,La nostra història,,
about.sede,"Seu de Bongiorno a Gallarate, Via Marsala 40, seu de l'empresa.",,
contact.title,Contacta'ns,,
contact.address.label,Direcció,,
contact.address.value,"Via Marsala 40, Gallarate, Varese, 21013 Itàlia",,
contact.email.label,Correu electrònic,,
contact.email.value,bongiorno@bongiornosrl.com,,
contact.phone.label,Telèfon,,
contact.phone.value,+39 0331 776 334,,
contact.form.title,Escriu-nos un missatge,,
contact.form.name,Nom,,
contact.form.email,Correu electrònic,,
contact.form.message,Missatge,,
contact.form.submit,Enviar,,
contact.form.sending,Enviant...,,
contact.form.success,Missatge enviat.,,
contact.form.consent,"Autoritzo el tractament de les meves dades (obligatori, vegeu la política de privadesa aquí)",,
contact.form.noConsent,Heu de donar el vostre consentiment al tractament de les vostres dades per poder continuar.,,
